title,label,description,realInstalls,score,ratings,reviews,released,lastUpdatedOn,version,released_ym
AIBOTGO,5,"AIBOTGO is a fully-featured control app designed to unleash the full potential of your Dobi humanoid robot! With intelligent voice commands, AI chat control, real-time app control, graphical programming, motion-sync programming, and manual teaching modes, you can create endless interactive experiences with ease. Equipped with 17 high-precision servos, RGB eye lights, and a gyroscope sensor, Dobi can perform smooth and natural movements while automatically responding to events, such as standing up after falling. Discover the incredible capabilities of Dobi and unlock your creativity today!
Key Features:
	•	Voice Commands: Easily control Dobi using voice instructions.
	•	AI Chat Control: Interact with Dobi through intelligent conversations.
	•	Real-Time Control: Operate Dobi’s movements instantly via the app.
	•	Graphical Programming: Customize actions and logic with a visual programming interface.
	•	Motion-Sync Programming: Use motion recognition for natural and synchronized control.
	•	Manual Teaching Mode: Guide Dobi’s actions directly to create new commands effortlessly.
Highlights:
	•	Automatic event responses, such as standing up after falling.
	•	Custom learning features to easily create complex behaviors and motions.
	•	Versatile applications for education, entertainment, and smart companionship.
Download the AIBOTGO now and experience the innovative power of intelligent interaction!",,0.0,0.0,0.0,2025-03-06T08:00:00Z,2025-12-22T09:51:27Z,1.6,2025-03
MechDog,5,"This app is used to control multiple MechDog and can perform actions such as kicking, lying down, shaking hands, nodding, etc",94.0,,,,"Dec 10, 2024",,Varies with device,2024-12
Raccoon - 라쿤 조이스틱,5,"This is an app that allows you to connect and control the Robomation Raccoon robot via Bluetooth.\r\n\r\nThe Robomation Raccoon robot is an educational robot arm and has four axes.\r\n\r\nMove the object to the desired location by freely moving each axis of the Raccoon robot arm!""",33.0,,,,2025-04-01 00:00:00,,,2025-04
Lynx Robot,5,"Access Your Lynx® Central Control System—Anytime. Anywhere.\r\n\r\nLynx® Drive Mobile by Toro® puts the power of the Lynx® Central Control System into the palm of your hand. Designed specifically for golf course irrigation professionals, this app gives you complete control, insight, and mobility to manage your course with confidence—on or off the property.\r\n\r\nWhether you’re inspecting greens, walking fairways, or off-site, Lynx Drive delivers secure access to real-time system data, intuitive controls, and the tools you need to keep your course performing at its best\r\n\r\n- Interactive Course Map – Navigate your system with a full-coverage map and one-tap access to every station.\r\n- Run Water Instantly – Execute manual irrigation by time or amount from any location.\r\n- Track Every Action - Stay up to date with real-time alerts, flags, and notes.\r\n- Add Smart Notes – Log course observations, repairs, and photos directly within the app.\r\n- At-a-Glance Status – Monitor all programs performance and activity in one streamlined view.\r\n- Station configuration and troubleshooting tools - Diagnose, sync, replace decoder address or isolate station-level problems instantly.\r\n\r\nBuilt for today’s irrigation professional, Toro Lynx® Drive Mobile delivers the clarity, control, and confidence you need to stay a step ahead—on the go.\r\n\r\nNSN Portal credentials are required to connect the mobile app with the Lynx® Drive Central Control desktop system.\r\nThe desktop system must be connected to the network.\r\nThe mobile device must have an active internet connection (cellular or Wi-Fi).",233.0,,,,2025-08-21 00:00:00,,,2025-08
AELOS 1S,5,"Aelos1S is the App to apply for mobile device's terminal control. \n\nAelos1S App connect with Aelos1S robot via Bluetooth. Based on the mobile phone's APP, below function can be accomplished: \n- Download&play the music, fair tale, yoga in the Action store; \n- Keep the robot movement, play foot, boxing via remote controller; \n- DIY the action by programming of App, further share the new action to the action store. Let more people enjoy together;\n- Check the battery volume,voice volume and other robot info; \n- Setup the wifi connectivity and make voice interaction with robot\n- Robot firmware update.",,,,,2018-07-30T17:52:32Z,2020-04-09T06:00:32Z,,2018-07
Cozmo Robot,5,"Say hello to Cozmo, a gifted little guy who’s got a mind of his own and a few tricks up his sleeve. He’s the sweet spot where supercomputer meets loyal sidekick. He’s curiously smart, a little mischievous, and unlike anything ever created.

You see, Cozmo is a real-life robot like you've only seen in movies, with a one-of-a-kind personality that evolves the more you hang out. He'll nudge you to play and keep you constantly surprised. More than a companion, Cozmo’s a collaborator. He’s your accomplice in a crazy amount of fun.

Some robots just have it all.

Cozmo robot required to play. Available at Anki.com.

©2025 Anki, LLC. All rights reserved. Anki, Cozmo, and the Anki and Cozmo logos are registered trademarks of Anki, LLC.",,3.27273,55.0,55.0,2025-07-17T07:00:00Z,2025-07-17T22:53:51Z,3.6.7,2025-07
Doly Robot,5,"Doly is the AI-powered companion robot that evolves uniquely through interaction, showcasing an engaging personality and undeniable charm. Designed for users of all ages, Doly is more than a robot; it's a learning companion, entertainer, and friend.\n\nWith the Doly control app, you can unlock endless possibilities by customizing and interacting with your Doly robot like never before. Featuring intuitive block-based programming, the app allows you to easily instruct Doly with simple, visual commands, making it accessible and enjoyable for beginners and advanced users alike.\n\nThe block-based programming interface supports STEAM (Science, Technology, Engineering, Arts, and Mathematics) education, empowering users to develop critical thinking, creativity, and problem-solving skills in a fun, interactive environment.\n\nIn addition, the Doly control app includes a remote control feature, allowing you to maneuver Doly seamlessly from your smartphone, tablet, or computer. Explore your environment, navigate through obstacles, and enjoy interactive adventures with full remote control capabilities.\n\nWhether you're a parent, educator, student, or tech enthusiast, Doly and its control application offer a captivating journey into robotics and artificial intelligence. Dive into the future of interactive learning and companionship with Doly today!\n\nDoly robot required. Get yours at doly.ai",298.0,,,,2025-04-01T07:00:00Z,2025-09-14T11:53:01Z,,2025-04
SenseRobot Go,5,"SenseRobot AI Go Robot's dedicated app is used for network connection, user pairing, user creation, and confirming game information.



Conduct network connection and user pairing of SenseRobot AI Go Robot through the app.

User creation and information registration through the app enable user switching on the robot.

Confirming game records and replaying game records is possible through the app, improving chess skills through reflection.",2665.0,0.0,0.0,0.0,"Jul 23, 2024",,Varies with device,2024-07
MIRO,5,"The official app for the MiRo robots. MiRoAPP can be used to connect to multiple MiRo robots over Bluetooth.

MiRoAPP allows you to:

- Update your MiRo robots software and firmware

- Configure and control MiRo’s autonomous behaviour, including specifying behavioural flags for optimum demonstration performance

- Connect MiRo to the internet, for use with our educational interface MiRoCODE

- Perform mechanical calibration on your MiRo robot

Compatibility: MiRo-B and MiRo-E",,0.0,0.0,0.0,2020-07-24T07:00:00Z,2021-07-07T20:05:18Z,1.1.4,2020-07
CHiP - Your New Best Friend,5,"CHiP is your smart, affectionate, and trainable robot dog. How you respond uniquely shapes his behaviour, so your CHiP will have his own personality.\n\nUse the CHiP app to reward good behaviour with a treat, track mood and health, control CHiP’s movement and even replay your favourite tricks.\n\nApp Features:\nNotification Center: The CHiP app keeps you up to date on CHiP's mood and health - how happy, hungry, and energetic CHiP is feeling. When his mood or health changes, you’ll receive a detailed update!\n\nTricks & Treats: When CHiP learns a new trick, use your app to reward CHiP a treat. CHiP’s tricks are saved in the trickbook on your CHiP app.\n\nControl CHiP: Turn your smartphone or tablet into a remote control for CHiP and take command of his lightning quick moves and cute tricks!\n\nApp requires CHIP to function\nLearn more: wowwee.com/chip\nTroubleshooting: wowweezone.com""",,4.36706,0.0,504.0,2016-09-02T00:05:23Z,2018-05-24T22:24:49Z,1.0.34,2016-09
Misty App,5,"Misty’s Companion App lets you set up Bluetooth and Wi-Fi connections to your robot and drive Misty around her environment. The app also provides a clean interface for getting information about your robot’s battery levels, software versions, and IP address. \n\nFeatures include:\n- Connect with Misty\n- Use your iOS device to set up Bluetooth and Wi-Fi connections to your robot.\n- Drive Misty by using the joystick directional controls in the app.\n- Obtain Misty’s IP address. Use this address to connect Misty to the API Explorer, and to send REST commands to your robot.\n- Check Misty’s battery level.\n- View information about the hardware and software installed on your robot.\n- Update to Misty’s system software.\n\nTo connect to Misty:\n1. Power up your robot.\n2. Log in to the Misty Companion App. Make sure that Bluetooth is enabled and your device is connected to a Wi-Fi network.\n3. Connect the app to your robot via Bluetooth by following the on-screen prompts.\n4. When the Bluetooth connection is established, follow the directions on-screen to connect Misty to the same Wi-Fi network as your device.\n\nFor a detailed guide on how to use the Companion App, check out the “Companion App” section of Misty’s documentation at docs.mistyrobotics.com.\n\nInterested in the Misty robotics platform? Visit mistyrobotics.com to learn more!",,3.5,,4.0,2019-05-18T17:12:59Z,2020-02-19T11:25:14Z,,2019-05
